Aspect Ratio:,Box Office (Gross USA):,Director:,Genre:,Original Language:,Producer:,Production Co:,Rating:,Release Date (Streaming):,Release Date (Theaters):,Runtime:,Sound Mix:,Title:,View the collection:,Writer:,url
Scope (2.35:1),$115.7M,Steven Caple Jr.,drama,English,"Sylvester Stallone,    Kevin King Templeton,    Charles Winkler,    William Chartoff,    David Winkler,    Irwin Winkler","Metro-Goldwyn-Mayer Studios,New Line Cinema,Warner Bros.",PG-13 (Language|A Scene of Sensuality|Sports Action Violence),"Feb 12, 2019","Nov 21, 2018
 wide",2h 10m,,Creed II,Rocky,"Sylvester Stallone,    Juel Taylor",https://www.rottentomatoes.com/m/creed_ii
,$5.1M,Wash Westmoreland,"drama,history,biography",English,"Elizabeth Karlsen,    Stephen Woolley,    Pamela Koffler,    Christine Vachon,    Michel Litvak,    Gary Michael Walters","Killer Films,Number 9 Films",R (Some Sexuality/Nudity),"Dec 4, 2018","Oct 12, 2018
 wide",1h 51m,,Colette,,"Richard Glatzer,    Wash Westmoreland,    Rebecca Lenkiewicz",https://www.rottentomatoes.com/m/colette_2018
,,"Joaquín Cociña,    Cristóbal León","fantasy,animation,drama,horror",Spanish,"Niles Atallah,    Catalina Vergara",,,"Oct 19, 2018",,1h 15m,,The Wolf House,,"Joaquín Cociña,    Cristóbal León,    Alejandra Moffat",https://www.rottentomatoes.com/m/the_wolf_house
,$68.7K,Lynn Shelton,drama,English,"Mel Eslyn,    Lacey Leavitt",Duplass Brothers Productions,,"Apr 3, 2018","Mar 30, 2018
 limited",1h 49m,,Outside In,,"Lynn Shelton,    Jay Duplass",https://www.rottentomatoes.com/m/outside_in_2018
Scope (2.35:1),$53.4M,Joon-ho Bong,"drama,comedy,mystery and thriller",Korean,Kwak Sin Ae,"CJ Entertainment,TMS Entertainment",R (Sexual Content|Language|Some Violence),"Oct 11, 2019","Nov 1, 2019
 wide",2h 12m,"Dolby Digital, Dolby Atmos",Parasite,,Jin Won Han,https://www.rottentomatoes.com/m/parasite_2019
Scope (2.35:1),$858.4M,"Anthony Russo,    Joe Russo","action,fantasy,sci fi,adventure",English,Kevin Feige,"Marvel Studios,Walt Disney Pictures",PG-13 (Sequences of Sci-Fi Violence|Action|Some Language),"Jul 30, 2019","Apr 26, 2019
 wide",3h 1m,"SDDS, Dolby Atmos, Dolby Digital, DTS",Avengers: Endgame,Marvel Cinematic Universe,"Christopher Markus,    Stephen McFeely",https://www.rottentomatoes.com/m/avengers_endgame
Flat (1.85:1),$165.4M,Rian Johnson,"drama,crime,comedy,mystery and thriller",English,"Rian Johnson,    Ram Bergman,    Jonathan Golfman,    Brye Adler","FilmNation Entertainment,Media Rights Capital",PG-13 (Drug Material|Brief Violence|Sexual References|Some Strong Language|Thematic Elements),"Jun 12, 2020","Nov 27, 2019
 wide",2h 10m,Dolby,Knives Out,,Rian Johnson,https://www.rottentomatoes.com/m/knives_out
Scope (2.35:1),$175.0M,Jordan Peele,"horror,mystery and thriller",English,"Jordan Peele,    Sean McKittrick,    Jason Blum,    Ian Cooper",Monkeypaw Productions,R (Violence/Terror|Language),"Jun 4, 2019","Mar 22, 2019
 wide",1h 56m,"DTS, Dolby Atmos",Us,,Jordan Peele,https://www.rottentomatoes.com/m/us_2019
Scope (2.35:1),$434.0M,Josh Cooley,"fantasy,kids and family,animation,comedy,adventure",English,"Mark Nielsen,    Jonas Rivera,    Galyn Susman",Pixar Animation Studios,G,"Oct 1, 2019","Jun 21, 2019
 wide",1h 40m,"Dolby Atmos, Dolby Digital, DTS",Toy Story 4,Pixar,"Andrew Stanton,    Stephany Folsom",https://www.rottentomatoes.com/m/toy_story_4
Flat (1.85:1),,Martin Scorsese,"drama,crime",English,"Martin Scorsese,    Robert De Niro,    Jane Rosenthal,    Gastón Pavlovich,    Randall Emmett,    Emma Tillinger Koskoff,    Gerald Chamales,    Irwin Winkler",Tribeca Productions,R (Strong Violence|Pervasive Language),"Nov 27, 2019","Nov 1, 2019
 limited",3h 29m,Dolby Atmos,The Irishman,,Steven Zaillian,https://www.rottentomatoes.com/m/the_irishman
Flat (1.85:1),$108.1M,Greta Gerwig,drama,English,"Amy Pascal,    Denise Di Novi,    Robin Swicord","Columbia Pictures,Pascal Pictures,New Regency Pictures",PG (Thematic Elements|Brief Smoking),"Dec 25, 2019","Dec 25, 2019
 wide",2h 15m,Dolby Atmos,Little Women,,Greta Gerwig,https://www.rottentomatoes.com/m/little_women_2019
Scope (2.35:1),$17.7M,Lulu Wang,"drama,comedy",English,"Chris Weitz,    Andrew Miano,    Peter Saraf,    Marc Turtletaub,    Anita Gou,    Daniele Tate Melia,    Jane Zheng,    Dani Melia","Ray Production,Kindred Spirit,Big Beach",PG (Some Smoking|Brief Language|Thematic Material),"Aug 27, 2019","Aug 2, 2019
 wide",1h 40m,,The Farewell,,Lulu Wang,https://www.rottentomatoes.com/m/the_farewell_2019
Scope (2.35:1),$22.7M,Olivia Wilde,comedy,English,"Megan Ellison,    Jessica Elbaum,    Katie Silberman,    Chelsea Barnard,    David Distenfeld",Gloria Sanchez Productions,R (Language Throughout|Drug Use and Drinking|Strong Sexual Content),"Aug 20, 2019","May 24, 2019
 wide",1h 42m,,Booksmart,,"Katie Silberman,    Emily Halpern,    Sarah Haskins,    Susanna Fogel",https://www.rottentomatoes.com/m/booksmart
Flat (1.85:1),$61.7M,Marielle Heller,"biography,drama",English,"Youree Henley,    Peter Saraf,    Marc Turtletaub,    Leah Holzer","Big Beach,TriStar Pictures",PG (Some Mild Language|A Brief Fight|Some Strong Thematic Material),"Nov 22, 2019","Nov 22, 2019
 wide",1h 47m,,A Beautiful Day in the Neighborhood,,"Noah Harpster,    Micah Fitzerman-Blue,    Tom Junod",https://www.rottentomatoes.com/m/a_beautiful_day_in_the_neighborhood
,,Noah Baumbach,"drama,comedy",English,"Noah Baumbach,    David Heyman","Heyday Films,Netflix",R (Sexual References|Language Throughout),"Dec 6, 2019","Nov 6, 2019
 limited",2h 16m,,Marriage Story,,Noah Baumbach,https://www.rottentomatoes.com/m/marriage_story_2019
,$14.9M,Barry Jenkins,"drama,crime,romance",English,"Adele Romanski,    Sara Murphy,    Barry Jenkins,    Dede Gardner,    Jeremy Kleiner","Pastel,Annapurna Pictures,Plan B Entertainment",R (Some Sexual Content|Language),"Mar 12, 2019","Jan 11, 2019
 wide",1h 59m,,If Beale Street Could Talk,,Barry Jenkins,https://www.rottentomatoes.com/m/if_beale_street_could_talk
Scope (2.35:1),$142.4M,Quentin Tarantino,"drama,comedy",English,"David Heyman,    Shannon McIntosh,    Quentin Tarantino","Columbia Pictures,Bona Film Group,Heyday Films",R (Language Throughout|Drug Use|Sexual References|Some Strong Graphic Violence),"Aug 27, 2019","Jul 26, 2019
 wide",2h 39m,Dolby Digital,Once Upon a Time... In Hollywood,,Quentin Tarantino,https://www.rottentomatoes.com/m/once_upon_a_time_in_hollywood
Scope (2.35:1),$390.7M,Jon Watts,"action,fantasy,comedy,adventure",English,"Kevin Feige,    Amy Pascal","Columbia Pictures,Pascal Pictures,Marvel Studios",PG-13 (Sci-Fi Action Violence|Brief Suggestive Comments|Some Language),"Aug 27, 2019","Jul 2, 2019
 wide",2h 9m,"Dolby Atmos, Dolby Digital",Spider-Man: Far From Home,Marvel Cinematic Universe,"Chris McKenna,    Erik Sommers",https://www.rottentomatoes.com/m/spider_man_far_from_home
Flat (1.85:1),$4.6M,Pedro Almodóvar,drama,Spanish (Spain),"Agustín Almodóvar,    Esther García",El Deseo,R (Language|Drug Use|Some Graphic Nudity),"Nov 8, 2019","Oct 4, 2019
 limited",1h 53m,"SDDS, DTS, Dolby Digital",Pain and Glory,,Pedro Almodóvar,https://www.rottentomatoes.com/m/pain_and_glory
Scope (2.35:1),$140.4M,David F. Sandberg,"action,fantasy,comedy,adventure",English,Peter Safran,"Mad Ghost Productions,DC Entertainment,Seven Bucks Productions,Safran Company",PG-13 (Language|Intense Sequences of Action|Suggestive Material),"Jul 2, 2019","Apr 5, 2019
 wide",2h 12m,Dolby Atmos,Shazam!,DC Extended Universe,Henry Gayden,https://www.rottentomatoes.com/m/shazam
Scope (2.35:1),$117.6M,James Mangold,"drama,history,biography",English,"Peter Chernin,    Jenno Topping,    James Mangold","Chernin Entertainment,20th Century Fox",PG-13 (Some Language and Peril),"Nov 15, 2019","Nov 15, 2019
 wide",2h 32m,Dolby Atmos,Ford v Ferrari,,"Jez Butterworth,    John-Henry Butterworth,    Jason Keller",https://www.rottentomatoes.com/m/ford_v_ferrari
,,Craig Brewer,"drama,comedy,biography",English,"John Davis,    John Fox",Netflix,R (Pervasive Language|Graphic Nudity|Crude Sexual Content),"Oct 25, 2019","Oct 4, 2019
 limited",1h 58m,,Dolemite Is My Name,,"Scott Alexander,    Larry Karaszewski",https://www.rottentomatoes.com/m/dolemite_is_my_name
,$10.9M,Robert Eggers,"drama,mystery and thriller",English,"Youree Henley,    Lourenço Sant' Anna,    Rodrigo Teixeira,    Jay Van Hoy","Harbor Picture Company,A24,Topsail Entertainment,RT Features",R (Nudity|Disturbing Images|Sexual Content|Some Language|Violence),"Oct 18, 2019","Oct 25, 2019
 wide",1h 50m,,The Lighthouse,,"Robert Eggers,    Max Eggers",https://www.rottentomatoes.com/m/the_lighthouse_2019
,$9.0M,Todd Douglas Miller,"drama,documentary,history",English,"Todd Douglas Miller,    Thomas Petersen,    Evan Krauss","CNN Films,Statement Pictures",G,"May 14, 2019","Mar 8, 2019
 wide",1h 33m,Dolby Digital,Apollo 11,,,https://www.rottentomatoes.com/m/apollo_11_2019
Scope (2.35:1),$50.0M,"Ben Safdie,    Joshua Safdie","comedy,mystery and thriller",English,"Sebastian Bear-McClard,    Oscar Boyson","Elara Pictures,Sikelia Productions,Scott Rudin Productions",R (Some Sexual Content|Pervasive Strong Language|Brief Drug Use|Violence),"Dec 13, 2019","Dec 25, 2019
 wide",2h 15m,"Dolby Digital, Dolby Atmos",Uncut Gems,,,https://www.rottentomatoes.com/m/uncut_gems
Scope (2.35:1),$96.3M,Dexter Fletcher,"drama,musical,biography",English,"Matthew Vaughn,    David Furnish,    Adam Bohling,    David Reid","Marv Films,Rocket Pictures",R (Sexual Content|Language Throughout|Some Drug Use),"Aug 6, 2019","May 31, 2019
 wide",2h 1m,,Rocketman,,Lee Hall,https://www.rottentomatoes.com/m/rocketman_2019
,$4.5M,,"documentary,music",English,"Alan Elliott,    Aretha Franklin,    Jerry Wexler,    Joe Boyd,    Rob Johnson,    Chiemi Karasawa,    Sabrina V. Owens",Sundial Pictures,G,"Aug 6, 2019","Nov 23, 2018
 limited",1h 27m,,Amazing Grace,,,https://www.rottentomatoes.com/m/amazing_grace_2018
Flat (1.85:1),$416.0K,ZhangKe Jia,"drama,romance",Chinese,Shozo Ichiyama,"Eyesteelfilm,Office Kitano,Xstream Pictures,Arte",,"Jul 16, 2019","Mar 15, 2019
 limited",2h 21m,,Ash Is Purest White,,ZhangKe Jia,https://www.rottentomatoes.com/m/ash_is_purest_white
Scope (2.35:1),$171.0M,Chad Stahelski,"action,mystery and thriller",English,"Basil Iwanyk,    Erica Lee","Thunder Road Pictures,87eleven",R (Some Language|Pervasive Strong Violence),"Aug 23, 2019","May 17, 2019
 wide",2h 11m,,John Wick: Chapter 3 -- Parabellum,,"Derek Kolstad,    Shay Hatten,    Chris Collins,    Marc Abrams",https://www.rottentomatoes.com/m/john_wick_chapter_3_parabellum
,$18.0M,Peter Jackson,"drama,documentary,history,war",English (United Kingdom),"Peter Jackson,    Clare Olssen","WingNut Films,House Productions",R (Disturbing War Images),"Mar 12, 2019","Feb 1, 2019
 wide",1h 39m,"Dolby Digital, Dolby Atmos",They Shall Not Grow Old,,,https://www.rottentomatoes.com/m/they_shall_not_grow_old
Scope (2.35:1),$20.5M,"Tyler Nilson,    Michael Schwartz","drama,comedy,adventure",English,"Tim Zajaros,    Christopher Lemole,    Albert Berger,    Ron Yerxa","Harbor Picture Company,Bona Fide Productions,Nut Bucket Films,Armory Films",PG-13 (Smoking|Language Throughout|Some Violence|Thematic Content),"Aug 27, 2019","Aug 23, 2019
 wide",1h 36m,,The Peanut Butter Falcon,,"Tyler Nilson,    Michael Schwartz",https://www.rottentomatoes.com/m/the_peanut_butter_falcon
,$808.5K,"Ljubo Stefanov,    Tamara Kotevska",documentary,Turkish,"Ljubo Stefanov,    Atanas Georgiev","Trice Films,Apolo Media",,"Oct 22, 2019","Jul 26, 2019
 limited",1h 25m,,Honeyland,,,https://www.rottentomatoes.com/m/honeyland
Scope (2.35:1),$3.0M,Alma Har'el,drama,English,"Brian Kavanaugh-Jones,    Daniela Taplin Lundberg,    Anita Gou,    Chris Leggett,    Alma Har'el","Red Crown Productions,Automatik Entertainment,Kindred Spirit,Delirio Films,Harbor Picture Company",R (Some Sexual Material|Pervasive Language|Drug Use),"Feb 5, 2020","Nov 8, 2019
 limited",1h 33m,Dolby Atmos,Honey Boy,,Shia LaBeouf,https://www.rottentomatoes.com/m/honey_boy
,$52.4K,Shinichiro Ueda,"horror,comedy",Japanese,Koji Ichihashi,Enbu Seminar,,"Dec 8, 2019","Sep 13, 2019
 limited",1h 36m,,One Cut of the Dead,,,https://www.rottentomatoes.com/m/one_cut_of_the_dead
Scope (2.35:1),$507.3K,"Cristina Gallego,    Ciro Guerra","drama,crime",Spanish,"Cristina Gallego,    Katrin Pors","Films Boutique,Ciudad Lunar Producciones,Pimienta Films,Blond Indian Films,Snowglobe",,"May 7, 2019","Feb 13, 2019
 limited",2h 5m,"SDDS, Dolby Digital, Dolby Atmos",Birds of Passage,,"Maria Camila Arias,    Jacques Toulemonde Vidal",https://www.rottentomatoes.com/m/birds_of_passage_2019
,,Rachel Lears,documentary,English,"Rachel Lears,    Robin Blotnick,    Sarah Olson",Atlas Films,PG (Brief Smoking|Thematic Elements|Language),"May 1, 2019","May 1, 2019
 limited",1h 26m,,Knock Down the House,,,https://www.rottentomatoes.com/m/knock_down_the_house
Scope (2.35:1),$426.8M,"Anna Boden,    Ryan Fleck","action,fantasy,sci fi,adventure",English,Kevin Feige,Marvel Studios,PG-13 (Brief Suggestive Language|Action|Sequences of Sci-Fi Violence),"May 28, 2019","Mar 8, 2019
 wide",2h 4m,"Dolby Atmos, DTS, Dolby Digital",Captain Marvel,Marvel Cinematic Universe,"Anna Boden,    Ryan Fleck,    Geneva Robertson-Dworet,    Jac Schaeffer",https://www.rottentomatoes.com/m/captain_marvel
,$9.3K,"Edward Watts,    Waad Al-Khateab","war,documentary",Arabic,Waad Al-Khateab,"Frontline,ITN Productions",,"Jan 16, 2020","Jul 26, 2019
 limited",1h 35m,,For Sama,,,https://www.rottentomatoes.com/m/for_sama
,$3.2M,Alex Holmes,documentary,English,"Alex Holmes,    Victoria Gregory","Sony Pictures Classics,New Black Films,Mongrel Media",PG (Some Suggestive Content|Language|Brief Smoking Images|Thematic Elements),"Oct 1, 2019","Jun 28, 2019
 limited",1h 33m,,Maiden,,,https://www.rottentomatoes.com/m/maiden
,,Mati Diop,drama,Wolof,"Rémi Burah,    Michel Merkt,    Olivier Père,    Judith Lou Lévy,    Eve Robin","Cinekap,Frakas Productions",,"Nov 29, 2019","Nov 15, 2019
 limited",1h 45m,,Atlantics,,"Mati Diop,    Olivier Demangel",https://www.rottentomatoes.com/m/atlantics
Scope (2.35:1),$23.0M,Stephen Merchant,"drama,comedy,biography",English,"Kevin Misher,    Dwayne Johnson,    Dany Garcia,    Stephen Merchant,    Michael J. Luisi","WWE Studios,Misher Films,Seven Bucks Productions",PG-13 (Drug Content|Crude and Sexual Material|Language Throughout|Some Violence),"Apr 30, 2019","Feb 22, 2019
 wide",1h 47m,,Fighting With My Family,,Stephen Merchant,https://www.rottentomatoes.com/m/fighting_with_my_family
Scope (2.35:1),$105.0M,Lorene Scafaria,"drama,comedy",English,"Jessica Elbaum,    Elaine Goldsmith-Thomas,    Jennifer Lopez,    Benny Medina,    Will Ferrell,    Adam McKay","Gloria Sanchez Productions,STX Films",R (Language|Drug Content|Nudity|Pervasive Sexual Material),"Sep 13, 2019","Sep 13, 2019
 wide",1h 50m,,Hustlers,,"Lorene Scafaria,    Jessica Pressler",https://www.rottentomatoes.com/m/hustlers_2019
Flat (1.85:1),$151.7K,"Nanfu Wang,    Jialing Zhang",documentary,English,"Christopher Clements,    Julie Goldman,    Carolyn Hepburn,    Christoph Jörg","ITVS,Pumpernickel Films,Next Generation,Motto Pictures",R (Brief Language|Some Disturbing Content/Images),"Nov 8, 2019","Aug 9, 2019
 limited",1h 25m,Dolby Digital,One Child Nation,,,https://www.rottentomatoes.com/m/one_child_nation
Flat (1.85:1),$71.6K,Jafar Panahi,drama,Persian,Jafar Panahi,"Jafar Panahi Film Productions,Eyesteelfilm,Celluloid Dreams",,"Jun 14, 2019","Mar 8, 2019
 limited",1h 40m,Dolby Digital,3 Faces,,Jafar Panahi,https://www.rottentomatoes.com/m/3_faces
Scope (2.35:1),$844.1K,Benedikt Erlingsson,"comedy,drama",Icelandic,"Benedikt Erlingsson,    Carine Leblanc,    Marianne Slot","Slot Machine,Vintage Pictures,Gulldrengurinn,Köggull Filmworks,Solar Media Entertainment",,"Jun 4, 2019","Mar 1, 2019
 limited",1h 41m,,Woman at War,,"Benedikt Erlingsson,    Ólafur Egilsson",https://www.rottentomatoes.com/m/woman_at_war
,$218.3K,Takashi Miike,"drama,comedy,crime",Japanese,"Misako Saka,    Jeremy Thomas","Oriental Light and Magic,Recorded Picture Company (RPC)",,"Oct 24, 2019","Sep 27, 2019
 limited",1h 48m,,First Love,,Masa Nakamura,https://www.rottentomatoes.com/m/first_love_2019
,$17.4K,Aaron Schimberg,drama,English,"Daniel Patrick Carbone,    Vanessa McDonnell,    Matthew Petock,    Dan Schoenbrun,    Zachary Shedd",,,"Dec 10, 2019","Sep 11, 2019
 limited",1h 31m,,Chained for Life,,Aaron Schimberg,https://www.rottentomatoes.com/m/chained_for_life_2018
Scope (2.35:1),$160.8M,Dean DeBlois,"fantasy,kids and family,animation,comedy,adventure",English,"Brad Lewis,    Bonnie Arnold",DreamWorks Animation,PG (Some Mild Rude Humor|Adventure Action),"Apr 30, 2019","Feb 22, 2019
 wide",1h 44m,"Dolby Atmos, Dolby Digital, DTS",How to Train Your Dragon: The Hidden World,How to Train Your Dragon,Dean DeBlois,https://www.rottentomatoes.com/m/how_to_train_your_dragon_the_hidden_world
IMAX (Scope (2.35:1)),$815.3K,Christian Petzold,"history,drama",German,"Florian Koerner von Gustorf,    Antonin Dedet","Neon Productions,Arte,ZDF,Schramm Film",,"Jun 27, 2019","Mar 1, 2019
 limited",1h 41m,,Transit,,Christian Petzold,https://www.rottentomatoes.com/m/transit_2018
Scope (2.35:1),$15.9K,Lila Avilés,drama,Spanish,"Lila Avilés,    Tatiana Graullera",La Panda,,"Oct 18, 2019","Jun 26, 2019
 limited",1h 42m,,The Chambermaid,,"Lila Avilés,    Juan Carlos Marquéz",https://www.rottentomatoes.com/m/the_chambermaid
Scope (2.35:1),$5.5M,Jon S. Baird,"drama,comedy,biography,history",English,Faye Ward,"Baby Cow Films,Sonesta Films,Entertainment One,Fable Pictures",PG (Some Language|Smoking),"Mar 26, 2019","Jan 25, 2019
 wide",1h 37m,Dolby Digital,Stan & Ollie,,Jeff Pope,https://www.rottentomatoes.com/m/stan_and_ollie
,$175.6K,Issa López,"fantasy,mystery and thriller,horror",Spanish,Marco Polo Constandse,Filmadora Nacional,,"Dec 3, 2019","Aug 23, 2019
 limited",1h 23m,,Tigers Are Not Afraid,,Issa López,https://www.rottentomatoes.com/m/tigers_are_not_afraid
,$38.3K,Hassan Fazili,"war,documentary",English,"Emelie Coleman Mahdavian,    Su Kim",,,"Nov 12, 2019","Sep 18, 2019
 limited",1h 27m,,Midnight Traveler,,,https://www.rottentomatoes.com/m/midnight_traveler
,$56.9K,Annabelle Attanasio,drama,English,"Anja Murmann,    Sabine Schenk,    Lizzie Shapiro,    Taylor Shung",,R (Drug Use and Language|Strong Graphic Violence|Grisly Images),"Feb 14, 2020","Nov 13, 2019
 limited",1h 28m,,Mickey and the Bear,,Annabelle Attanasio,https://www.rottentomatoes.com/m/mickey_and_the_bear
,,Daniel Minahan,western,English,,HBO Films,TVMA,"Nov 15, 2019",,1h 49m,,Deadwood: The Movie,,David Milch,https://www.rottentomatoes.com/m/deadwood_the_movie
Scope (2.35:1),$28.7M,"Matt Bettinelli-Olpin,    Tyler Gillett","horror,comedy,mystery and thriller",English,"Tripp Vinson,    James Vanderbilt,    William Sherak,    Bradley J. Fischer","Vinson Films,Mythology Entertainment",R (Language Throughout|Bloody Images|Some Drug Use|Violence),"Aug 27, 2019","Aug 21, 2019
 wide",1h 35m,Dolby Digital,Ready or Not,,"Guy Busick,    Ryan Murphy",https://www.rottentomatoes.com/m/ready_or_not_2019
,,"Agnès Varda,    Didier Rouget","documentary,biography",French (France),,Ciné Tamaris,,,"Nov 22, 2019
 limited",1h 56m,,Varda by Agnès,,,https://www.rottentomatoes.com/m/varda_by_agnes
,$423.2K,Penny Lane,documentary,English,Gabriel Sedgwick,Hard Working Movies,R (Some Language|Graphic Nudity),"Jul 23, 2019","Apr 17, 2019
 limited",1h 35m,,Hail Satan?,,,https://www.rottentomatoes.com/m/hail_satan
Scope (2.35:1),$75.7K,Marcelo Martinessi,drama,Spanish,"Marcelo Martinessi,    Sebastián Peña Escobar",La Babosa Cine,,"Aug 13, 2019","Jan 16, 2019
 limited",1h 38m,,The Heiresses,,Marcelo Martinessi,https://www.rottentomatoes.com/m/the_heiresses
,$901.6K,Timothy Greenfield-Sanders,documentary,English,"Johanna Giebelhaus,    Timothy Greenfield-Sanders,    Chad Thompson,    Tommy Walker","Perfect Day Films,Mongrel Media,Magnolia Pictures",PG-13 (Thematic Material|Some Disturbing Images),"Aug 27, 2019","Jun 21, 2019
 limited",1h 59m,,Toni Morrison: The Pieces I Am,,,https://www.rottentomatoes.com/m/toni_morrison_the_pieces_i_am
,$4.5M,Joe Talbot,drama,English,"Dede Gardner,    Jeremy Kleiner,    Christina Oh,    Joe Talbot","Plan B Entertainment,A24",R (Language|Drug Use|Brief Nudity),"Aug 13, 2019","Jun 7, 2019
 limited",2h 1m,Dolby Digital,The Last Black Man in San Francisco,,"Joe Talbot,    Rob Richert",https://www.rottentomatoes.com/m/the_last_black_man_in_san_francisco
